PB/L8/s-EB/6/b-lal/RVG/b
PB/L7/s-EB/7/b-lal/RDG/b
PB/L6/s-EB/8/b-lal/RVG/b
PB/L5/s-EB/1/b-lal/RDG/b
PB/L4/s-EB/2/b-lal/RVG/b
PB/L3/s-EB/3/b-lal/RDG/b
PB/L2/s-EB/4/b-lal/RVG/b
PB/L1/s-EB/5/b-lal/RDG/b
PB/R1/s-EB/5/b-LAL/LDG/b
PB/R2/s-EB/4/b-LAL/LVG/b
PB/R3/s-EB/3/b-LAL/LDG/b
PB/R4/s-EB/2/b-LAL/LVG/b
PB/R5/s-EB/1/b-LAL/LDG/b
PB/R6/s-EB/8/b-LAL/LVG/b
PB/R7/s-EB/7/b-LAL/LDG/b
PB/R8/s-EB/6/b-LAL/LVG/b
